,titles,locations,prices
2376,4 Bed House with En Suite in Kilifi County,Kilifi County,
2377,8 Bed House with En Suite in Nyali Area,"Nyali Area, Nyali",
2378,3 Bed House with Swimming Pool in Kilifi County,Kilifi County,
2379,4 Bed House with En Suite in Mkomani,"links road Nyali, Mkomani, Nyali",
2380,5 Bed House with En Suite in Ngong,Ngong,
2381,3 Bed House in Ngong,Ngong,
2382,4 Bed House in Ngong,Ngong,
2383,4 Bed Villa with En Suite at Bamburi,Bamburi,
2384,3 Bed Townhouse with En Suite at Jumbaruins Area,"Jumbaruins   area, Mtwapa",
2385,5 Bed Villa with En Suite in Spring Valley,"Spring Valley, Westlands",
2386,4 Bed Townhouse with En Suite at Kanamai,"Kanamai, Mtwapa",
2387,3 Bed House with En Suite at Ongata Rongai - Rimpa Rd,"Ongata Rongai - Rimpa Rd, Ongata Rongai",
2388,6 Bed Townhouse with En Suite in Lavington,Lavington,
2389,4 Bed Townhouse with En Suite at Kerarapon Road,"Kerarapon road, Karen",
2390,3 Bed Villa with Swimming Pool at Lamu Road,"beach side, lamu road, Malindi",
2391,4 Bed Townhouse with Staff Quarters in Kileleshwa,Kileleshwa,
2392,4 Bed Townhouse with En Suite in Lavington,Lavington,
2393,4 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",
2394,5 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",
2395,5 Bed Villa with En Suite at Sunset Road,"1, Sunset road, Diani",
2396,4 Bed Townhouse with En Suite at Bogani Road,"Bogani Road, Karen",
2397,5 Bed Townhouse with En Suite at Kibiko,"Kibiko, Ngong",
2398,4 Bed Townhouse with En Suite at Zambia Road,"Zambia Road, Ngong",
2399,4 Bed Townhouse with En Suite at Karen,"karen, Karen",
2400,5 Bed Townhouse with En Suite at Kerarapon Drive,"Kerarapon Drive, Karen",
2401,5 Bed House with En Suite in Muthaiga,Muthaiga,
2402,3 Bed House with En Suite at Bamburi,Bamburi,
2403,10 Bed House with En Suite in Ridgeways,Ridgeways,
2404,3 Bed House with En Suite at Zambia Road,"Zambia Road, Ngong",
2405,4 Bed Villa with En Suite at Silversands Road,"Silversands Road, Malindi",
2406,5 Bed Townhouse with En Suite at Ridgemount Court,"Ridgemount Court, Kamakis, Ruiru",
2407,3 Bed House with En Suite at Green Wood Drive,"Green wood   drive, Nyali Area, Nyali",
2408,5 Bed House with En Suite at Ruiru -Githunguri Road,"Ruiru greens, Ruiru -Githunguri road, Ruiru",
2409,4 Bed House with En Suite in Runda,"Runda, Westlands",
2410,4 Bed House at Thika,Thika,
2411,4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",
2412,4 Bed Villa with En Suite in Muthaiga,Muthaiga,
2413,4 Bed Townhouse with En Suite at Karen,Karen,
2414,5 Bed House with En Suite in Karen Hardy,Karen Hardy,
2415,5 Bed Villa with En Suite at Mzima Springs,"Mzima Springs, Lavington",
2416,8 Bed House with Walk In Closet at Bamburi,Bamburi,
2417,10 Bed House with Borehole at Bamburi,Bamburi,
2418,6 Bed House with Garden in Kiambu Road,Kiambu Road,
2419,4 Bed House with Swimming Pool in Muthaiga,Muthaiga,
2420,4 Bed Townhouse with En Suite at Ndemi Road,"Ndemi Road, Kilimani",
2421,4 Bed Townhouse with En Suite in Langata,Langata,
2422,4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",
2423,5 Bed Townhouse with En Suite at Langata,Langata,
2424,10 Bed House with Borehole at Bamburi,Bamburi,
2425,4 Bed House with En Suite in Nyali Area,"Simba road, Nyali Area, Nyali",
2426,4 Bed Townhouse with Garden in Kileleshwa,Kileleshwa,
2427,5 Bed House with Garden in Runda,"Runda, Westlands",
2428,4 Bed Townhouse with En Suite at Peponi,"Peponi, Spring Valley, Westlands",
2429,6 Bed Villa with En Suite at Bamburi,Bamburi,
2430,4 Bed Townhouse with En Suite in Lavington,Lavington,
2431,5 Bed House with En Suite in Runda,"Runda, Westlands",
2432,4 Bed Villa with En Suite in Kileleshwa,Kileleshwa,
2433,3 Bed House with En Suite at Oloolua,"oloolua, Kimuka, Ngong",
2434,4 Bed Townhouse with Staff Quarters in Lavington,Lavington,
