,titles,locations,prices
591,5 Bed Villa with En Suite at Vipingo,"Vipingo Ridge, Vipingo",9850000.0
592,4 Bed Villa with En Suite at Vipingo,"Vipingo Ridge, Vipingo",105000000.0
593,6 Bed Villa with En Suite in Lavington,Lavington,118000000.0
594,3 Bed House with En Suite at Mtwapa Creekside,"Aloo drive residence, Mtwapa creekside, Mtwapa",7000000.0
595,4 Bed House with Staff Quarters at Near Kcb,"Near Kcb, Karen",31000000.0
596,3 Bed House with En Suite at Kimbo,"Kimbo, Ruiru",140000000.0
597,3 Bed House with En Suite at Kimbo,"Kimbo, Ruiru",145000000.0
598,4 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",40000000.0
599,5 Bed House with En Suite at Red Cross,"Red Cross, South C",28000000.0
600,3 Bed Townhouse with Swimming Pool in Runda,"Runda, Westlands",9500000.0
601,5 Bed Villa with En Suite at Lavington,Lavington,75000000.0
602,4 Bed Townhouse with En Suite at Lavington,"0304n, lavington, Lavington",9950000.0
603,6 Bed House with En Suite in Runda,"Runda, Westlands",36500000.0
604,4 Bed Townhouse with En Suite in Kamangu,Kamangu,95000000.0
605,5 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",37000000.0
606,4 Bed Villa with En Suite in Gikambura,"Gikambura, Kikuyu",60000000.0
607,5 Bed House with En Suite in Runda,"Runda, Westlands",25000000.0
608,6 Bed Townhouse with Staff Quarters in Kiambu Road,Kiambu Road,120000000.0
609,4 Bed Villa with Swimming Pool at Mtwapa Creek,"Mtwapa Creek, Mtwapa",55000000.0
610,5 Bed Townhouse with En Suite at Kerarapon Drive,"4, Kerarapon Drive, Karen",150000000.0
611,4 Bed House with En Suite in Karen,Karen,39000000.0
612,5 Bed Villa with En Suite at Peponi Road,"Peponi Road, Westlands Area, Westlands",138000000.0
613,4 Bed Villa with En Suite at Karen,Karen,74500000.0
614,4 Bed House with En Suite in Kamakis,"Kamakis, Ruiru",185000000.0
615,3 Bed House in Buruburu,Buruburu,7000000.0
616,4 Bed Villa with En Suite at Muigai,"Muigai, Kitengela",100000000.0
617,4 Bed House with En Suite at Katani,"Katani, Syokimau",78000000.0
618,4 Bed House with En Suite in Redhill,Redhill,130000000.0
619,5 Bed House with En Suite at Windsor,"Windsor, Kiambu Road",47000000.0
620,5 Bed Townhouse with En Suite at Kileleshwa,Kileleshwa,85000000.0
621,3 Bed House at Garden Estate Road,"Garden Estate Road, Garden Estate, Roysambu",131926304.0
622,4 Bed Townhouse with En Suite at Westlands,"Westlands, Westlands Area",11999999.0
623,4 Bed House with En Suite at Karen,"4, Karen",19800000.0
624,4 Bed House with En Suite at Nkoroi,"nkoroi, Ongata Rongai",25000000.0
625,4 Bed House with En Suite at 2Nd Avenue,"Kamakis, 2Nd Avenue, Ruiru",45000000.0
626,3 Bed House with En Suite at Oloika,"Oloika, Ongata Rongai",300000000.0
627,4 Bed House with En Suite at Kitisuru Road,"55, Kitisuru Road, Kitisuru, Westlands",13500000.0
628,4 Bed Townhouse with En Suite at Membley,"Membley, Ruiru",271644084.0
629,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,80000000.0
630,4 Bed House with En Suite at Kitisuru Road,"444, Kitisuru Road, Kitisuru, Westlands",115000000.0
631,5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",500000000.0
632,3 Bed Townhouse with En Suite at Loresho Cresent,"loresho cresent, Loresho, Westlands",11000000.0
633,4 Bed Townhouse with En Suite at Mlolongo,"0305n, mlolongo, Mlolongo",87000000.0
634,7 Bed Townhouse with En Suite in Langata,Langata,8500000.0
635,5 Bed Villa with En Suite at Loresho,"loresho, Loresho, Westlands",22000000.0
636,4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",28500000.0
637,4 Bed Townhouse with En Suite at Karen,"karen, Karen",9000000.0
638,4 Bed House with En Suite at Acacia,"Migaa Golf Estate, Acacia, Kiambu Road",7800000.0
639,4 Bed Villa with En Suite at Mugutha,"Mugutha, Ruiru",75000000.0
640,10 Bed House with Garden at Rosslyn Lone Tree,"Rosslyn Lone Tree, Rosslyn, Westlands",160000000.0
641,3 Bed House with En Suite at Juja,Juja,15000000.0
642,3 Bed Villa with En Suite in Limuru,Limuru,15800000.0
643,4 Bed Villa with En Suite in Lavington,Lavington,50000000.0
644,4 Bed Townhouse with Garden at Near Spring Valley Supermarket,"Near spring valley supermarket, Spring Valley, Westlands",45000000.0
645,4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,25000000.0
646,4 Bed Villa with En Suite at Riabai Road,"Riabai Road, Kiambu Road",74000000.0
647,4 Bed Villa with En Suite in Ridgeways,Ridgeways,30000000.0
648,4 Bed House with En Suite in Kilimani,Kilimani,65000000.0
649,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,115000000.0
650,5 Bed House with En Suite in Garden Estate,"Garden Estate, Roysambu",56000000.0
651,4 Bed House with En Suite at Njathaini Road,"Njathaini road, Kiambu Road",34800000.0
652,3 Bed Townhouse with En Suite at Mtwapa,"mtwapa, Mombasa CBD, Mombasa Island",105000000.0
653,5 Bed House with En Suite in Runda,"Runda, Westlands",8500000.0
654,5 Bed House in Runda,"Runda, Westlands",35000000.0
655,5 Bed Townhouse with En Suite in Kilimani,Kilimani,19000000.0
656,4 Bed Villa with En Suite at Kiambu Rd,"Kiambu rd, Kiambu Road",39900000.0
657,5 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",99000000.0
658,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,140000000.0
659,3 Bed House with En Suite at Kitengela,Kitengela,27000000.0
660,4 Bed Townhouse with Swimming Pool at Fivestar Meadows Estate,"Fivestar Meadows Estate, Kiambu Road",75000000.0
661,3 Bed Townhouse with Staff Quarters at Windsor View Estate,"Windsor View Estate, Kiambu Road",24480000.0
662,4 Bed Townhouse with Staff Quarters at Kitisuru Estate,"Kitisuru Estate, Kitisuru, Westlands",60000000.0
663,5 Bed House with Swimming Pool at Kitisuru Estate,"Kitisuru Estate, Kitisuru, Westlands",23000000.0
664,5 Bed Townhouse with Garden in Lavington,Lavington,17000000.0
665,4 Bed House with En Suite at Runda Mimosa,"Runda Mimosa, Runda, Westlands",18000000.0
666,5 Bed House with En Suite at Runda,"Runda ,runda, Runda, Westlands",6950000.0
667,6 Bed Townhouse with En Suite in Karen,Karen,115000000.0
668,4 Bed Villa with En Suite at Muigai,"Muigai, Kitengela",105000000.0
669,4 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",165000000.0
670,4 Bed Villa with En Suite at Mugutha,"Mugutha, Ruiru",35000000.0
671,5 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",97000000.0
672,4 Bed Townhouse with En Suite at Mugutha,"Mugutha, Ruiru",100000000.0
673,3 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",13000000.0
674,4 Bed Townhouse with En Suite at Mugutha,"Mugutha, Ruiru",99000000.0
675,4 Bed Townhouse with En Suite at Loresho,"0303n, loresho, Loresho, Westlands",36000000.0
676,4 Bed House with En Suite in Ridgeways,Ridgeways,17980000.0
677,6 Bed Townhouse with En Suite in Lavington,Lavington,29980000.0
678,5 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",28000000.0
679,4 Bed House with En Suite in Runda,"Runda, Westlands",85000000.0
680,4 Bed Villa with En Suite at Mugutha,"Mugutha, Ruiru",20000000.0
681,5 Bed House with En Suite in Runda,"Runda, Westlands",18500000.0
682,4 Bed Villa with Swimming Pool at Kitisuru,"Kitisuru, Westlands",38000000.0
683,5 Bed House with En Suite at Ruiru Greens,"Ruiru Greens, Ruiru",29000000.0
684,3 Bed House with En Suite at Kimunyu,"Kimunyu, Kenyatta Road",13500000.0
685,3 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",9999000.0
686,3 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",30000000.0
687,3 Bed House with En Suite at Mugutha,"mugutha, Ruiru",96000000.0
688,4 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",80000000.0
689,4 Bed Villa with En Suite in Diani,Diani,150000000.0
690,3 Bed House with En Suite at Mugutha,"Mugutha, Ruiru",6999000.0
691,4 Bed House with En Suite at Kitisuru,"Kitisuru, Westlands",180000000.0
692,5 Bed House in Runda,"Runda, Westlands",155000000.0
693,6 Bed House with En Suite in Karen,Karen,22000000.0
694,5 Bed House with En Suite in Runda,"Runda, Westlands",33000000.0
695,3 Bed House with En Suite at Thigio,"Thigio, Kamangu",140000000.0
696,3 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",66000000.0
697,4 Bed Townhouse with En Suite in Lavington,Lavington,40000000.0
698,5 Bed House with En Suite at Kibagare Loresho,"54, Kibagare Loresho, Loresho, Westlands",85000000.0
699,5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",68000000.0
700,4 Bed Townhouse with Swimming Pool at Ineza Estate,"Ineza Estate, Kiambu Road",90000000.0
701,5 Bed Townhouse with Swimming Pool in Ridgeways,Ridgeways,15500000.0
702,6 Bed House with Garden at Runda Mushroom.,"Runda Mushroom., Kiambu Road",26000000.0
703,5 Bed House with Swimming Pool in Karen,Karen,8800000.0
704,5 Bed House with En Suite in Karen,Karen,95000000.0
705,6 Bed House with Staff Quarters in Karen,Karen,16000000.0
706,4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,8000000.0
707,4 Bed Villa with En Suite in Karen,Karen,60000000.0
708,4 Bed Villa with En Suite in Karen,Karen,5500000.0
709,5 Bed Townhouse with En Suite at Kirawa Rd,"Kirawa rd, Kitisuru, Westlands",158500000.0
710,5 Bed Townhouse with Swimming Pool in Riverside,"Riverside, Westlands",18000000.0
711,4 Bed Townhouse with En Suite at Kirawa Rd.,"Kirawa rd., Kitisuru, Westlands",92000000.0
712,5 Bed Villa with En Suite at Grevillea Grove,"Grevillea Grove, Kyuna, Westlands",283050000.0
713,3 Bed House with En Suite in Kitengela,Kitengela,80000000.0
714,4 Bed Townhouse with En Suite at Runda Drive,"Runda Drive, Runda, Westlands",55000000.0
715,4 Bed House with En Suite at Peponi Road,"Peponi Road, Kitisuru, Westlands",115000000.0
716,4 Bed Townhouse with En Suite at Off Haile Selassie Road,"Kaugo Links Road, Muthaiga, Off Haile Selassie Road, Nanyuki",8500000.0
717,3 Bed Townhouse with En Suite at Greenwood Mtwapa Weighbridge Along Mombasa-Mali ...,"Greenwood Mtwapa Weighbridge Along Mombasa-malindi Highway, Mtwapa",110000000.0
718,4 Bed House with Garden in Muthaiga,Muthaiga,100000000.0
719,3 Bed House with En Suite in Kitengela,Kitengela,130000000.0
720,4 Bed Villa with En Suite in Kitengela,Kitengela,27000000.0
721,2 Bed House with Garden in Ngong,Ngong,40000000.0
722,4 Bed House with En Suite at Nkoroi,"Samburu court, Nkoroi, Ongata Rongai",75000000.0
723,4 Bed Villa with En Suite at Off Likoni Road,"OFF LIKONI ROAD, South B",16000000.0
724,4 Bed House with En Suite in Runda,"Runda, Westlands",135000000.0
725,4 Bed House with Staff Quarters in Runda,"Runda, Westlands",21500000.0
726,5 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",30000000.0
727,7 Bed House with En Suite in Karen,Karen,55000000.0
728,5 Bed House with En Suite in Runda,"Runda, Westlands",150000000.0
729,4 Bed Villa with En Suite at Mtwapa Kilifi,"Mtwapa kilifi, Mtwapa",30500000.0
730,3 Bed Villa with En Suite at Mtwapa Kilifi,"Mtwapa, Mtwapa kilifi",280000000.0
731,7 Bed House with En Suite in Karen,Karen,205400000.0
732,3 Bed Villa with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali  Mombasa, Nyali Area, Nyali",56000000.0
733,5 Bed House with Staff Quarters in Kitisuru,"Kitisuru, Westlands",5999000.0
734,6 Bed Villa with En Suite in Lavington,Lavington,360000000.0
735,5 Bed Villa with En Suite in Lavington,Lavington,130000000.0
736,5 Bed Townhouse with En Suite in Karen,Karen,22000000.0
737,3 Bed House with En Suite in Riara Road,Riara Road,36000000.0
738,4 Bed Villa with En Suite at Diani Beach Road,"Diani Beach Road, Diani",33000000.0
739,4 Bed Townhouse with Swimming Pool in Ridgeways,Ridgeways,70000000.0
740,5 Bed Townhouse with En Suite at Lavington,"0226n, lavington, Lavington",85000000.0
741,2 Bed House with En Suite at Burguret,"Burguret, Nanyuki",90000000.0
742,4 Bed Townhouse with En Suite at Lavington,"0226n, lavington, Lavington",15500000.0
743,4 Bed House with En Suite at Ngamba Area,"Ngamba Area, Kamangu",6000000.0
744,4 Bed House with En Suite at Elgon View Estate,"Elgon View Estate, Eldoret",130000000.0
745,6 Bed House with En Suite at Kimbo Near Dykio,"Kiganjo road, Kimbo near dykio, Ruiru",16500000.0
746,5 Bed Townhouse with En Suite in General Mathenge,"General Mathenge, Westlands",8999000.0
747,6 Bed Villa with En Suite in Malindi,Malindi,140000000.0
748,3 Bed House with En Suite in Kitengela,Kitengela,80000000.0
749,4 Bed Villa with En Suite at Langata,Langata,168000000.0
750,3 Bed House with Garden in Parklands,"Parklands, Westlands",150000000.0
751,4 Bed House with En Suite at Thika Road,"Thika road, Ruiru",55000000.0
752,5 Bed Villa with En Suite in Nyari,"Nyari, Westlands",18800000.0
753,4 Bed Villa with Garden at Off Katani Road,"74416, Off Katani Road, Syokimau",65000000.0
754,5 Bed Townhouse with En Suite in Lavington,Lavington,58000000.0
755,5 Bed Villa with En Suite at Off Convent Drive,"Off Convent Drive, Lavington",110000000.0
756,5 Bed Villa with En Suite in Karen,Karen,12500000.0
757,4 Bed Villa with En Suite in Membley,"Membley, Ruiru",17000000.0
758,6 Bed House with En Suite in Runda,"Runda, Westlands",32000000.0
759,5 Bed Townhouse with En Suite at Kitisuru,"Kitisuru, Westlands",18500000.0
760,4 Bed House with En Suite in Kitengela,Kitengela,112940000.0
761,5 Bed Villa with En Suite in Lavington,Lavington,95000000.0
762,3 Bed House with Staff Quarters in Buruburu,Buruburu,8000000.0
763,3 Bed House with En Suite in Kilimani,Kilimani,38000000.0
764,4 Bed House with En Suite in Kitengela,Kitengela,52000000.0
765,4 Bed House with En Suite in Kahawa Sukari,"Kahawa Sukari, Roysambu",349900000.0
766,4 Bed Villa with En Suite in Spring Valley,"Spring Valley, Westlands",80000000.0
767,2 Bed Townhouse with En Suite at Malindi,"0225n, malindi, Malindi",150000000.0
768,4 Bed Townhouse with En Suite at Malindi,"malindi, Malindi",56000000.0
769,4 Bed House with En Suite in Karen,Karen,19000000.0
770,3 Bed Townhouse with En Suite at Malindi,"0225n, malindi, Malindi",130000000.0
771,5 Bed Villa with En Suite in Riverside,"Riverside, Westlands",22000000.0
772,4 Bed Villa with En Suite at Membley,"Membley, Ruiru",140000000.0
773,6 Bed House with Staff Quarters in Karen,Karen,352000000.0
774,4 Bed House with En Suite in Runda,"Runda, Westlands",12000000.0
775,4 Bed Townhouse with En Suite in Karen Hardy,Karen Hardy,28000000.0
776,4 Bed Villa with En Suite at Gikambura,"Gikambura, Kikuyu",194000000.0
777,4 Bed Townhouse with En Suite at Spring Valley,"0224n, Spring valley, Spring Valley, Westlands",40000000.0
778,4 Bed Townhouse with En Suite in Lavington,Lavington,75000000.0
779,4 Bed Townhouse with En Suite at Brookside,"0224n, Brookside, Westlands",125000000.0
780,2 Bed Villa with En Suite in Vipingo,Vipingo,15000000.0
781,5 Bed House with En Suite in Membley,"Membley, Ruiru",60000000.0
782,3 Bed Townhouse with En Suite at Langata,"0224n, langata, Langata",19500000.0
783,5 Bed Villa with En Suite at Marijani,"Marijani, Kikambala",25000000.0
784,3 Bed Villa with En Suite at Beach Road,"Beach road, Diani",349000000.0
785,4 Bed House with En Suite in Lavington,Lavington,30000000.0
786,3 Bed House with En Suite in Kitengela,Kitengela,154000000.0
787,4 Bed House with En Suite at Runda Gardens,"Runda Gardens, Runda, Westlands",65000000.0
788,5 Bed Townhouse with En Suite at Bofa,Bofa,14000000.0
789,4 Bed Townhouse with En Suite at Paparemo,"Paparemo, Watamu",110000000.0
790,4 Bed Townhouse with Swimming Pool at Serena,"Serena, Shanzu",103000000.0
791,5 Bed Villa with En Suite in Karen,Karen,140000000.0
792,4 Bed Villa with En Suite at Awali Estate,"Awali Estate, Vipingo",70000000.0
793,3 Bed Villa with En Suite at Awali Estate,"Awali Estate, Vipingo",98500000.0
794,7 Bed House in Runda,"Runda, Westlands",122000000.0
795,5 Bed Villa at Mugutha,"Mugutha road, Mugutha, Ruiru",40000000.0
796,5 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",90000000.0
797,3 Bed House with En Suite at Diani Beach Road,"Diani Beach Road, Diani",20000000.0
798,4 Bed Villa with En Suite at Diani Beach Road,"Diani Beach Road, Diani",26000000.0
799,4 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",160000000.0
800,6 Bed Townhouse with En Suite at Off Convent Drive,"Off Convent Drive, Lavington",8800000.0
801,5 Bed Townhouse with Staff Quarters in Ngong,Ngong,18500000.0
802,6 Bed House with En Suite at Getathuru Road,"Getathuru Road, Kitisuru, Westlands",20500000.0
803,4 Bed House with En Suite in Kiambu Road,Kiambu Road,8000000.0
804,4 Bed House with En Suite at Ruiru,Ruiru,60000000.0
805,4 Bed Townhouse with En Suite at Kiambu Road,"Kiambu road, Kiambu Road",8700000.0
806,4 Bed Villa with En Suite at Lavington,"lavington, Lavington",25000000.0
807,5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",23000000.0
808,4 Bed House with En Suite in Kileleshwa,Kileleshwa,38000000.0
809,4 Bed Villa with En Suite at Karen,Karen,30000000.0
810,4 Bed House with En Suite at Kitengela (Yukos),"Kitengela (Yukos), Kitengela",120000000.0
811,4 Bed House with En Suite in Imara Daima,Imara Daima,14800000.0
812,3 Bed House with Swimming Pool at Bofa Road,"Bofa Road, Kilifi",96000000.0
813,5 Bed House with Staff Quarters at Maasai Lodge Road,"Maasai Lodge Road, Kajiado",7700000.0
814,4 Bed Townhouse with En Suite at Kileleshwa,"0220n, kileleshwa, Kileleshwa",270000000.0
815,4 Bed Townhouse with En Suite at Ngong Road,"0220n, ngong road, Kilimani",128000000.0
816,4 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",185000000.0
817,3 Bed House with En Suite at Kenol Town,"kenol town, Thika",130000000.0
818,4 Bed House with En Suite at Brookside Garden,"Brookside Garden, Westlands Area, Westlands",13000000.0
819,4 Bed Townhouse with En Suite in Lavington,Lavington,40000000.0
820,4 Bed Townhouse with En Suite at New Loresho,"New Loresho, Loresho, Westlands",9000000.0
821,5 Bed Townhouse with En Suite in Lavington,Lavington,75000000.0
822,5 Bed Townhouse with En Suite in Lavington,Lavington,95000000.0
823,4 Bed House with En Suite in Kitengela,Kitengela,72000000.0
824,4 Bed House with En Suite at Kitengela (Acacia),"Kitengela (Acacia), Kitengela",15800000.0
825,4 Bed Villa with En Suite in Ruiru,Ruiru,60000000.0
826,4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",19500000.0
827,4 Bed House with En Suite in Karen,Karen,17000000.0
828,4 Bed House with En Suite in Ruiru,Ruiru,18000000.0
829,5 Bed Townhouse with En Suite in Lavington,Lavington,7500000.0
830,3 Bed Townhouse with En Suite at Langata,"langata, Langata",65000000.0
831,3 Bed Townhouse with En Suite at Nyali,"Nyali, Nyali Area",84000000.0
832,4 Bed Townhouse with En Suite at Mlolongo,"0219n, mlolongo, Mlolongo",35000000.0
833,5 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",12500000.0
834,2 Bed House with Staff Quarters in Watamu,Watamu,180000000.0
835,4 Bed House in Westlands Area,"Westlands Area, Westlands",29500000.0
836,5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,23500000.0
837,5 Bed Townhouse in Lavington,Lavington,22000000.0
838,4 Bed House with En Suite at Waiyaki Way,"102, Waiyaki Way, Loresho, Westlands",28000000.0
839,6 Bed House with En Suite at Kitisuru Road,"kitisuru road, Kitisuru, Westlands",85000000.0
840,5 Bed Townhouse with En Suite at Karen,"0218n, karen, Karen",24500000.0
841,4 Bed Villa with En Suite in Membley,"Membley, Ruiru",21000000.0
842,6 Bed House with En Suite in Muthaiga,Muthaiga,15000000.0
843,4 Bed Townhouse with En Suite in Membley,"Membley, Ruiru",135000000.0
844,3 Bed House with En Suite at Diani Beach Road,"Diani Beach Road, Diani",25000000.0
845,4 Bed House with En Suite in Karen,Karen,19500000.0
846,6 Bed Townhouse with En Suite at Karen,Karen,38000000.0
847,5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,80000000.0
848,4 Bed Townhouse with En Suite in Lavington,Lavington,55000000.0
849,4 Bed Townhouse with En Suite in Lavington,Lavington,150000000.0
850,5 Bed Townhouse with En Suite in Lavington,Lavington,12500000.0
851,6 Bed Townhouse with En Suite in Lavington,Lavington,78000000.0
852,5 Bed Townhouse with En Suite in Lavington,Lavington,23500000.0
853,6 Bed Townhouse with En Suite in Lavington,Lavington,130000000.0
854,4 Bed Townhouse with En Suite in Lavington,Lavington,12600000.0
855,4 Bed Townhouse with En Suite in Lavington,Lavington,66000000.0
856,5 Bed Townhouse with En Suite in Lavington,Lavington,40000000.0
857,5 Bed Villa with En Suite at Muthangari Drive,"Muthangari drive, Lavington",28000000.0
858,4 Bed Villa with En Suite at Ruiru Bustani Gardens,"Mugutha, Ruiru Bustani Gardens, Ruiru",9500000.0
859,5 Bed House with En Suite in Runda,"Runda, Westlands",20000000.0
860,5 Bed Villa with En Suite at Chalbi,"Chalbi, Lavington",52000000.0
861,4 Bed House with En Suite at Diani Beach Road,"Diani Beach Road, Diani",33000000.0
862,4 Bed House with Staff Quarters in Westlands Area,"Westlands Area, Westlands",25000000.0
863,5 Bed Townhouse with En Suite in Kilimani,Kilimani,55000000.0
864,3 Bed Villa with En Suite at Mambrui,"Mambrui, Malindi",150000000.0
865,4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,8000000.0
866,4 Bed House with En Suite in Ruiru,Ruiru,65000000.0
867,4 Bed House with En Suite at Ruiru,"Ruiru, Kenyatta Road",50000000.0
868,4 Bed Townhouse with En Suite in Ruiru,Ruiru,28000000.0
869,5 Bed Villa with En Suite at Kaputie,"Kaputie, Lavington",85000000.0
870,5 Bed Villa with En Suite at Nyari,"Nyari, Westlands",27000000.0
871,4 Bed Villa with En Suite at General Mathenge,"General mathenge, Westlands Area, Westlands",12500000.0
872,5 Bed Villa with En Suite at Shanzu Road,"Shanzu road, Spring Valley, Westlands",24500000.0
873,4 Bed Townhouse with En Suite at Brookside,"Brookside, Westlands Area, Westlands",23000000.0
874,3 Bed House with En Suite in Diani,Diani,90000000.0
875,5 Bed Villa with En Suite at Kuwinda Rd,"Kuwinda Rd, Karen",9000000.0
876,5 Bed House with En Suite at Near Lavington Mall,"Near Lavington mall, Lavington",18000000.0
877,4 Bed House with En Suite at Lemiso Road,"Lemiso Road, Ngong",32000000.0
878,4 Bed House with En Suite at Mugutha Area,"Mugutha area, Ruiru",125000000.0
879,3 Bed House with En Suite at Safaricom,"Safaricom, Kitengela",15000000.0
880,4 Bed House with En Suite at Mugutha Area,"Mugutha area, Ruiru",95000000.0
881,5 Bed House with En Suite at Daykio Bustani,"Mugutha area, Daykio Bustani, Ruiru",8000000.0
882,6 Bed Townhouse with En Suite at Olkeri Area,"Olkeri area, Ngong",135000000.0
883,5 Bed Villa with En Suite at Kitisuru,"Kitisuru, Westlands",25000000.0
884,5 Bed Villa with En Suite in Lavington,Lavington,10500000.0
885,5 Bed Villa with En Suite at Windyridge,"windyridge, Karen",120000000.0
886,4 Bed Villa with En Suite in Lavington,Lavington,55000000.0
887,4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",18800000.0
888,5 Bed Villa with En Suite at Lavington,Lavington,345000000.0
889,5 Bed Villa with En Suite in Lavington,Lavington,11000000.0
890,5 Bed Villa with En Suite at Kitisuru,"Kitisuru, Westlands",12500000.0
891,2 Bed House with En Suite at Riara Road,"Riara road, Kilimani",155000000.0
892,4 Bed Villa with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali Area, Nyali",130000000.0
893,5 Bed Villa with En Suite at Nyali,"Nyali, Nyali Area",12800000.0
894,4 Bed House with En Suite at Loresho,"Loresho, Westlands",140000000.0
895,3 Bed Villa with En Suite at Malindi,Malindi,70000000.0
896,5 Bed Townhouse with En Suite at Shanzu,"Shanzu, Spring Valley, Westlands",28000000.0
897,6 Bed Villa with En Suite at Lavington,Lavington,90000000.0
898,4 Bed Villa with En Suite at Off Loresho Ridge,"Off Loresho Ridge, Loresho, Westlands",68000000.0
899,4 Bed Villa with En Suite at Off Loresho Ridge,"Off Loresho Ridge, Loresho, Westlands",32500000.0
900,5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",125000000.0
901,6 Bed Villa with En Suite in Lavington,Lavington,8500000.0
902,5 Bed Villa with En Suite in Karen,Karen,42000000.0
903,3 Bed Villa with En Suite in Kiambu Road,Kiambu Road,95000000.0
904,5 Bed Villa with En Suite in Lavington,Lavington,11000000.0
905,3 Bed Townhouse in Westlands Area,"Brookside drive westland, Westlands Area, Westlands",26500000.0
906,4 Bed Villa with En Suite at Karen Bogani Area,"karen bogani area, Karen",10500000.0
907,6 Bed House with En Suite at,"Safari Park view,, Thome, Roysambu",50000000.0
908,4 Bed House with En Suite at Roysambu,"Trm drive road, Roysambu, Thome",9800000.0
909,3 Bed Villa with En Suite in Diani,Diani,135000000.0
910,4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",12500000.0
911,5 Bed House with En Suite in Ongata Rongai,Ongata Rongai,100000000.0
912,4 Bed House with En Suite at Thogoto,"Thogoto, Gikambura, Kikuyu",200000000.0
913,6 Bed House with En Suite at Rimpa,"Rimpa, Ongata Rongai",15500000.0
914,5 Bed House with En Suite in Thika Road,Thika Road,75000000.0
915,4 Bed House with En Suite at Malaa,"Kangundo Road, Malaa, Joska, Kamulu Joska Malaa",32000000.0
916,4 Bed House with En Suite at Safari Park View,"Safari Park view, Thome, Roysambu",23500000.0
917,5 Bed Townhouse with En Suite in Ruiru,Ruiru,14500000.0
918,7 Bed Villa with En Suite in Runda,"Runda, Westlands",130000000.0
919,7 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",120000000.0
920,4 Bed Townhouse with En Suite at Loresho Nairobi(Under Construction),"0213J, Loresho  Nairobi(UNDER CONSTRUCTION), Loresho, Westlands",195000000.0
921,6 Bed Townhouse with En Suite at Migaa Golf Estate Off Kiambu Road (90% Complete ...,"0213J, Migaa Golf estate off Kiambu Road (90% COMPLETE), Kiambu Road",47000000.0
922,5 Bed House with Garden in Rosslyn,"Rosslyn, Westlands",70000000.0
923,4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,12000000.0
924,6 Bed House at Mugumo,"Mugumo, Lavington",26500000.0
925,5 Bed House with En Suite at Off Runda Rd,"2, Off Runda Rd, Runda, Westlands",50000000.0
926,3 Bed House with En Suite in Kitengela,Kitengela,85000000.0
927,4 Bed House with En Suite in Kitengela,Kitengela,24500000.0
928,5 Bed Townhouse with En Suite in Muthaiga,Muthaiga,23000000.0
929,3 Bed Townhouse with En Suite in Kitengela,Kitengela,11000000.0
930,3 Bed House in Kitengela,Kitengela,108000000.0
931,4 Bed House in Ongata Rongai,Ongata Rongai,18000000.0
932,4 Bed Townhouse with Staff Quarters in Kileleshwa,Kileleshwa,16000000.0
933,5 Bed Villa with En Suite in Kikuyu Town,"Kikuyu Town, Kikuyu",60000000.0
934,4 Bed Townhouse with En Suite in Ngong,Ngong,10500000.0
935,3 Bed House with En Suite in Ngong,Ngong,300000000.0
936,4 Bed Townhouse with En Suite in Ngong,Ngong,230000000.0
937,4 Bed Townhouse with Garden in Ngong,Ngong,120000000.0
